597,3000422,"analog-value","GLRF.ACID-EXH.EF42 VFD.OUTPUT SPEED","Rated Speed"
597,3000423,"analog-value","GLRF.ACID-EXH.EF42 VFD.OUTPUT FREQ","Frequency Actual"
597,3000424,"analog-value","GLRF.ACID-EXH.EF42 VFD.RUN TIME (R)","Run Time"
597,3000425,"analog-value","GLRF.ACID-EXH.EF42 VFD.MOTOR TEMP","Motor Temp"
597,3000426,"analog-value","GLRF.ACID-EXH.EF42 VFD.CURRENT","Current"
597,3000427,"analog-value","GLRF.ACID-EXH.EF42 VFD.TORQUE","Torque"
597,3000428,"analog-value","GLRF.ACID-EXH.EF42 VFD.POWER","Power"
597,3000429,"analog-value","GLRF.ACID-EXH.EF42 VFD.DRIVE TEMP","Drive Temp"
597,3000430,"analog-value","GLRF.ACID-EXH.EF42 VFD.KWH (R)","Energy in KWH"
597,3000431,"analog-value","GLRF.ACID-EXH.EF42 VFD.MWH (NR)","Mega Watt Hour"
597,3000438,"analog-value","GLRF.ABSL-EXH.EF29 VFD.OUTPUT SPEED","Rated Speed"
597,3000439,"analog-value","GLRF.ABSL-EXH.EF29 VFD.OUTPUT FREQ","Frequency Actual"
597,3000440,"analog-value","GLRF.ABSL-EXH.EF29 VFD.RUN TIME (R)","Run Time"
597,3000441,"analog-value","GLRF.ABSL-EXH.EF29 VFD.MOTOR TEMP","Motor Temp"
597,3000442,"analog-value","GLRF.ABSL-EXH.EF29 VFD.CURRENT","Current"
597,3000443,"analog-value","GLRF.ABSL-EXH.EF29 VFD.TORQUE","Torque"
597,3000444,"analog-value","GLRF.ABSL-EXH.EF29 VFD.POWER","Power"
597,3000445,"analog-value","GLRF.ABSL-EXH.EF29 VFD.DRIVE TEMP","Drive Temp"
597,3000446,"analog-value","GLRF.ABSL-EXH.EF29 VFD.KWH (R)","Energy in KWH"
597,3000447,"analog-value","GLRF.ABSL-EXH.EF29 VFD.MWH (NR)","Mega Watt Hour"
597,3000454,"analog-value","GLRF.ABSL-EXH.EF30 VFD.OUTPUT SPEED","Rated Speed"
597,3000455,"analog-value","GLRF.ABSL-EXH.EF30 VFD.OUTPUT FREQ","Frequency Actual"
597,3000456,"analog-value","GLRF.ABSL-EXH.EF30 VFD.RUN TIME (R)","Run Time"
